dest_id,Senyawe Health Post,Maleshe Health Post,Khuis Health Post,Makopong Clinic ,Mahalapye District Hospital,Chanoga Health Post,Lesenepole(Matolwane) Health Post,Gakgatla Health Post,Kokong Clinic,Mochudi 1  Clinic,Pilane Health Post,Ukhwi Health Post,Sheepfarm Health Post,Malolwane  Clinic,Gootau Health Post,Maitengwe Clinic,Semitwe Health Post,Phaphane  Clinic,Ngwapa Health Post,Itholoke Health Post,Gakuto Health Post,Vaalhoek Health Post,Youth Friendly Services,Boseja 1  Clinic,Dikhukhung Health Post,Komana Health Post,Nxamasere Health Post,Maape Health Post,Tutume Primary Hospital ,SSKB (Mogoditshane BDF) Clinic,Artesia Clinic,Lecheng Clinic,Gantsi Senior School Clinic,Kgatelopele/Block 8 Clinic,Joseph Kavindama Hospital,Tsamaya Clinic,Mokobeng Health Post,Shoshong Senior Secondary School Clinic,Mabuo Health Post,Tsabong Primary Hospital,Tshimoyapula Health Post,Prison Health Post,SHAA\Bosele Health Post,Boseja 2  Clinic,Mabolwe Health Post,Ntlhantlhe Clinic,Botswelelo Clinic,Matlhakola Health Post,Lorwana Clinic,Boseja Clinic,Mandunyane Health Post,Matebele Health Post,Leporung Health Post,Tsokatshaa Health Post,Mmaphashalala Health Post,Moreomabele Health Post,Thamaga  Main Clinic,Mogonono Health Post,Kazungula BDF Health Post,Mosi Health Post,Xere Health  Post,Bontleng Clinic,Moremi Health Post,Mabeleng Health Post,Lerala Clinic,Diabo Health Post,Botshabelo Clinic,Gaborone Central Clinic,Mokgware Health Post,Ramotswa Station/ Taung Clinic,Gweta Clinic,Mbalambi Health Post,Letoreng Health Post,Mogotlho Health Post,Tobela Clinic,Seolwane Health Post,Makuta Health Post,Selebi Phikwe Government Hospital,Hukuntsi Primary Hospital,Donga Clinic,Mafhungo/Hubona,Broadhurst Traditional Area Clinic  ,Gumare Clinic,Lejwana Health Post,Madiba Senior Secondary School Clinic,Digawana Clinic,Lotsane Senior School Clinic,Magapatona Clinic,Dilolwe Clinic,Xanagas Health Post,Beetsha Clinic,Metlobo Clinic,Sesame Clinic,Bokaa  Clinic,Molepolole Prison,Metsimantsho Health Post,Kopong Clinic,Phitshane Molopo Clinic,Pallaroad Health Post,Phitshane Potlokwe Health Post,Kajaja Health Post,Eretsha Health Post,Matshelagabedi Clinic,Rakhuna Health Post,Sowa Clinic,Goodhope Clinic,Ikoga Health Post,Nokaneng Clinic,Ghani Health Post,Papatlo Health Post,Serule Clinic  ,Pitseng Clinic,Extension 15  Clinic,Botswana Police College,Shakawe Clinic,Nkaikela Health Post,Gabane Health Post,Matlhako Health Post,Manaledi Health Post,Damochujenaa Health Post,Letlhakeng Clinic,Shakawe BDF Clinic,Mmutlane Health Post,Manxotai Health Post,Kole Clinic,Themashanga Clinic,Manyanda Health Post,Manyana Clinic,Ramotlabaki Health Post,Makaleng Clinic,Kazungula Health Post,Kwando BDF Health Post,Palapye Primary Hospital,Pandamatenga BDF Clinic,Sefhare Primary Hospital ,Matlapana Health Post,Kauxwi Health Post,Gasita Clinic,Senete Health Post,Gopong Health Post,Shakwe Health Post,Morwamosu Clinic,Charleshill Clinic,Moiyabana Clinic,Thankane Health Post,Seherelela Health Post,Disaneng Clinic,Molefi Senior Secondary School Clinic,Morama Clinic,Ratholo Health Post,Thabala Clinic,Diloro Health Post,Sekgoma Memorial Hospital,Matobo Health Post,Broadhurst III Clinic,Mosu Health Post,Goodhope Primary Hospital,Kgomokasitwa Health Post,,Molepolole Council Clinic,D'kar Health Post,Mokoboxane Health  Post,Mopipi Clinic ,Sekondomboro Health Post,Khekhenye Health Post,Toromoja  Health Post,Kuke Health Post,Metsibotlhoko Health Post,Moralane Heath Post,Kediretswe Clinic ,Letlhakane Clinic,Chadibe Clinic,Zwenshambe Health Post,Kudumatse Health Post,Mogojogojo Health Post,Nlaphkwane Clinic,Bere Health Post,Glen Valley Clinic,Make Health Post,Mogobane Health Post,Middlepits Clinic ,Hunhukwe Health Post,Mathathane Clinic,Dibete Health Post,Kweneng Health  Post,Sekoma Health Post,Mmanoko Health Post,Khawa Health Post,Tubu Health Post,Segwagwa Health Post,Mosolotshane Health Post,Masukwane Health Post,Sese Clinic,Kubung ,Leshibitse Health Post,Ramokgwebana Clinic,,Tshwaragano Clinic,Kgatleng Emergency Medical Services,Sepako Health Post,Modipane Health Post,Broadhurst II Clinic,Mogoditshane Clinic,Dikwididi Health Post,Tswaanyaneng Health Post,Monwane Health Post,Kachikau Clinic ,Lorolwane Health Post,Nxaunxau Health Post,F/town Prisons (Sickbay) Clinic,Mokgomane Health Post,Masingwaneng Health Post,Makunda Health Post,Metsimotlhabe Clinic,Mapoka Clinic,Gantsi Clinic,Khakhea Clinic,Lentsweletau Clinic,Maun General Clinic,Tsabong Clinic ,Sesung Health Post,Siviya Health  Post,Nata Clinic,Ditlharapa Health Post,Nswazi Clinic,Etsha 1 Health Post,Kanngwe Health Post,Mababe Health Post,Serinane Health Post,Werda Clinic ,Lepashe Health Post,Qangwa Clinic,Moshaweng Clinic,Phase 2 Clinic,Kisa Health Post,Kadimo Samson Clinic,Khurutshe Health Post,BAC Clinic,Botshelo Clinic,Mokhomma Health Post,Kgosing Clinic,Mookane Clinic,Jackalas 1 Health  Post,Khwee Health Post,Mahotshwane Health Post,East Hanahai Health Post,Nyangabgwe Hospital,Pitsane Clinic,Ntshe Clinic,Dagwi Health Post,Tirelo Motseonageng Clinic,Letsholathebe II Memorial District Hospital,Kgomodiatshaba Health Post,Matshwane Clinic,Etsha 6 Clinic,Phuthadikobo Clinic,Maubelo Health Post,Old Sekgoma Clinic,Bodungwane Health Post,Tlhareseleele Health Post,Khurumela Clinic ,Omaweneno Health Post,Lapologang Clinic,Mmea Health Post ,Mmathethe Clinic,Mokgoro Clinic,Motswedi Clinic,Mochudi Prisons Sick Bay Health Post,Botsalano Clinic,Mhalapitsa Health Post,Kalfontein Clinic,Tsetsebjwe Clinic,Tapologong Clinic,Rappelspan Health Post,Kutamogoree Health Post,Butale Health Post,Gungwe Health Post,Thini Clinic,Pandamatenga Clinic,Rakops Primary Hospital,Goosekgweng Health Post,Kedia Health  Post,Khonkhwa Health Post,Modikwane Health Post (Serowe),Paje Health Post,Phuduhudu Health Post,Mosojane Health Post,Sebele Clinic,Karakubis Clinic,Lesetlhana Clinic,Takatokwane Clinic,Xakao Clinic,Mmadinare Primary Hospital,Kang Clinic,Makakung Health Post,Motopi Clinic,Lephepe Clinic,Matenge Health Post,Kgari  Health  Post,Dikgonnye Health Post,Kasane Prisons Health Post,Morwa  Clinic,Foley Health Post,Matopi Health Post,Madisakwane Health Post,Mabele Health Post,Mmakgori Health Post,Kaudwane Health Post,Broadhurst I Clinic,Gabane  Clinic ,Mafhikana Clinic,Dipotsana Health Post,Mochudi 2  Clinic,Weighbridge Clinic,Maposa Health Post,Mogorosi Health Post,Jackalas 2 Health Post,Siga Clinic,Nutrition Clinic,Ngware Clinic,Maun Clinic,Tloaneng Health Post,Seronga Clinic,Borotsi Clinic,Inalegolo Health Post,Poloka Health Post,Tshesebe Clinic,Woodhall Clinic,Boipelego Clinic,Ngarange Health Post,Khumaga  Health  Post,Malatswai Health Post,Natale Health Post,Lokgwabe Health Post,Disana Health Post,Moshupa Council Clinic,Peleng Central Clinic,Otse Clinic,Mmopane  Health Post,Mambo Health Post,Joosub & Aysha Dada Clinic,Hukuntsi Clinic,Magoriapitse Health Post,Sheleketla Clinic,Mulambakwena Health Post,Ralekgetho Health Post,,Ebrahim & Marriam Dada Clinic,Serowe Clinic,Mogome Health Post,Pole Health Post,BMC Clinic (factory),Thito Health Post,Central Medical Stores (CMS),Bodibeng Health Post,Magotlhwane Health Post,Kgatleng DHMT Warehouse,Letlhakane Primary Hospital,Maun BDF Clinic,Ramokgonami Clinic,Lobatse DHMT Warehouse,Good Hope DHMT Warehouse,Area S Health Post,Southern DHMT Warehouse,Kweneng West DHMT Warehouse,Moshopha Health Post ,Kgalagadi North DHMT Warehouse,Kgalagadi South DHMT Warehouse,Ghanzi DHMT Warehouse,Ngami DHMT Warehouse,Shorobe Clinic,Okavango DHMT Warehouse,New Xade Clinic,Sir Seretse Khama International Airport Clinic,Boteti DHMT Warehouse,Serowe DHMT Warehouse,Extention 3 Clinic,Mahalapye DHMT Warehouse,Sepopa Clinic,Selebi-Phikwe DHMT Warehouse,Botalaote/Toteng Health Post,Bobirwa DHMT Warehouse,Francistown DHMT Warehouse,Molepolole College of Education,Tutume DHMT Warehouse,Masunga Primary  Hospital,North East DHMT Warehouse,Chobe DHMT Warehouse,Kweneng East DHMT Warehouse,Kgoro Health Post,Palapye DHMT Warehouse,Sbrana Psychiatric Hospital,Shakawe Senior Secondary School Clinic,Molepolole Hospital,Thamaga Primary Hospital,Sehithwa Clinic,Lobatse/Athlone District Hospital,Gumare Primary Hospital,Gudigwa Health Post,West Hanahai Health Post,Kasane Primary Hospital,Oliphant's Drift  Clinic,Majwaneng Health Post,Gaborone West Clinic,Selibe Phikwe BDF Clinic,Salajwe Clinic,Habu Health Post,Bothatogo Health Post,Mmamokhasi Clinic,Manga Clinic,Makakatlela  Clinic,Mokowana /Mosweu Health Post,Dukwi Clinic,Serowe Mens Prisons Clinic,Mokoswane Health Post,Kolonkwaneng Health Post,Extension II  Clinic,Sedibeng Health Post,Semolale Clinic,Phihetswane Health Post,Kagiso Clinic,Ncojane Clinic,Thebephatshwa AirBase,Mokubilo  Health  Post,Goshwe Health Post,Mahalapye Prisons Clinic,Tsetseng Health Post,Mabeleapudi Clinic,Rungwana, Boswelakoko Clinic,Moeti Clinic,Sebego Clinic,Etsha 13 Clinic,Lotlhakane West Clinic,Gojwane Health Post,Tlhalogang Health Post,Gambule Health Post,Leetile Health Post,Diphuduhudu Health Post,Parakarungu Clinic ,Sojwe Clinic,Majaalela Health Post,Area L Health Post,Mothamo CJSS Clinic,Madiba Health Post,Kgope Health Post,Malotwana Health Post,Magokotswane  Health Post,Hereford Clinic ,Lotsane Clinic ,Newtown Clinic,Mmashoro Clinic,Tatitown Clinic,Sefhophe Clinic ,Radisele Clinic,Malwelwe Health Post,Masego Clinic,Lekgolobotlo Health Post,Lesirane Clinic,Botlhapatlou Clinic,Lehututu Health Post,Bobonong Primary Hospital,Baitiredi Clinic,Rasesa  Clinic,Tshimologo Clinic,Medie Health Post,Deborah Retief Memorial Hospital,Makalamabedi Clinic,Tshane Health Post,Robelela Health Post,Selolwane Health Post,Tsau Clinic,Mahetlwe Health Post,Marapong Clinic,Gathwane Health Post,South East,Gweta Primary Hospital,Itekeng (Area W) Clinic ,Lesoma Health Post,Moreomaoto Health Post,Sedie Clinic,Borakalalo Clinic,Tsabong Unified Secondary School,Maralaleng Health Post,Makwate Health post,Satau Health Post ,Industrial Clinic,Somelo Health Post,Prisons Clinic,Boikhutso Clinic,Kareng Clinic,Mabutsane Clinic,Shashe Station Health Post,Moeng  College Health Post,Lesole Clinic,Lotlhakane East  Clinic,Mowana Health Post,Mathangwane Clinic ,UB (Main Campus) Clinic,Shadishadi Health  Post,Mabesekwa Health Post,Moselebe Health Post,Nshakashogwe Health Post,Tshwaane Health Post,Kanye Prison Health Post,Sankoyo Health Post,Selokolela Health Post,Struizendam Health Post,Pilikwe Clinic,Kavimba Clinic ,Moshupa Health Post,Extension 14 Clinic,Kubung Health Post,Majwana-a-dipitse Health Post,Lepokole Health Post,Mafitlhakgosi Clinic,Jubilee Clinic,Mohembo/Nxomokao Health Post,Dimajwe Health Post,Grootlagte Health Post,Mosetse Health Post,Mmatshumo Clinic,Russel May Clinic,Gamodubu Health Post,Tonota Clinic,Bogogobo Health Post,Metlojane Health Post,Tawana Clinic,Monong Health Post,Nkange Clinic,Matsitama Health Post,POHA BDF Health Post,Kasane Health Post,Tati Siding Clinic ,Paje BDF Health Post,Semboyo Health Post,Moshana Health Post,Sekhutlhane Health Post,Marobela Health Post,Maunatlala Clinic,Tsopeng Clinic,Kotolaname Health Post,Gulubane Health Post,St Josephs Mission Clinic,Makgophana Health Post,Changate Health Post,Maun Prison Clinic,Lentswelemoriti Health Post,Mmathubudukwane  Clinic,Mantshwabisi Health Post,Gobojango Health Post,Machaneng Clinic ,Oodi  Clinic,Kgwatlheng Clinic,Mabudzane Health  Post,Boatlaname Health Post,Old Naledi Clinic,Tobane Health Post,Qabo Health Post,Mmadikola  Health Post,Rakops Health Post,Bokaa Clinic,Malaka Health Post,Mogobane Clinic,Mokungwane Health Post,Draihoek Health Post,Mankgodi Clinic,Mabule Clinic,Chukumuchu Health Post,Kacgae Health Post,Moroka Clinic,Otse Health Post,Tsonyane Health Post,Motsentshe Health Post,Gunutsoga Health Post,Molalatau Health Post,Ncaang Health Post,Ngwatle Health Post,Keng Health Post,Kodibeleng Health Post,Mahlaku Lekganyane Clinic,Sechele Health Post,Julia Molefhe Clinic,Nkoyaphiri Clinic,Topisi Health Post ,Zutshwa Health Post,Kalakamati Health Post,Chobokwane Health Post,Mmokolodi Clinic,Lekgwapeng Health  Post,Xhumo Clinic,Gakhibane Health Post,Ditshukudu Health  Post,Kokotsha Health Post,Bonwapitse Health Post,Kumakwane Health Post,Lesilakgokong,Hatsalatladi Health Post,Lenyanti BDF Health Post,Tshokwe Health Post,Shashe Health Post,Plateau Clinic,Cwagare Health Post,Princess Marina Hospital,Ikongwe Health Post,Ditshegwane Clinic,Moko Clinic,Dutlwe Health Post,Masunga Clinic,Metsimaswaane,EU 7  Clinic,Dzoroga Health Post,Mokatako Health Post,Mogonye Health Post,Tshidilamolomo Clinic ,Mmatseta Health Post,Airstrip Clinic,Sekakangwe Clinic,Lefhoko Health Post,Loologane Health Post ,Tutume McConell Clinic,Ramatlabama Clinic,Shashe Mooke Health Post,Hebron Clinic ,Khudumelapye Clinic,Letsholathebe Health Post,Ranaka Clinic,Sakutswane,New Xanagas/Tsawe Health Post,Tlokweng Main Clinic,Matsaudi Health Post,Sebina Clinic,Sorilatholo Health Post,Toteng Health Post,Mokgenene Health Post,Gantsi Primary Hospital
Senyawe Health Post,0.0,48874.9,55355.4,42478.6,13897.6,24185.8,13323.5,25533.4,40441.3,21414.2,20956.1,57282.4,28655.4,25082.2,14568.0,11918.9,7128.1,21095.4,18652.1,37007.8,23697.9,64929.6,3300.3,21588.5,35316.7,27323.6,44821.9,14486.3,7240.3,22908.1,18632.4,12724.8,37555.8,22329.9,46852.8,1505.4,17754.3,16417.1,15433.9,48490.5,11680.9,37684.7,37702.0,21629.4,19805.7,25880.2,3340.5,13506.9,27584.8,25778.0,4769.1,21919.0,33568.3,16098.4,18387.7,10746.4,25013.9,26029.1,24401.9,31296.9,21080.1,22846.5,13919.6,15524.3,16303.4,30318.9,10672.0,22581.0,14237.3,24224.7,15486.8,4686.3,17096.2,52159.0,16192.7,15348.2,5911.0,10351.1,47104.7,3462.4,5158.4,22618.8,37124.6,28042.0,14267.0,27225.2,10751.5,7102.2,27727.5,44488.5,59959.1,33866.1,10367.5,21337.4,25797.2,52593.4,22607.3,32275.4,15493.8,27660.0,43742.5,59076.1,4664.8,27907.9,11527.6,28976.8,41784.2,34913.5,49995.4,29097.2,7488.1,29909.1,22895.9,23929.3,47063.3,23235.2,23497.6,17518.6,15157.3,9305.0,28992.7,47079.1,16723.8,13636.5,51059.6,2524.4,4761.5,25472.9,23819.3,5366.4,24415.1,24190.3,10988.0,19806.6,17249.5,26504.5,48098.3,31254.2,9038.5,26773.9,15264.4,38217.9,45572.2,15073.6,37861.6,30243.9,26373.5,21792.5,37723.8,15897.3,14181.1,13567.9,12030.5,6502.0,22437.8,11148.2,28601.1,27365.5,14141.3,25557.8,36070.7,15378.3,15939.8,50812.4,40242.8,18413.3,33366.9,31477.7,18141.8,10703.7,12722.8,17980.6,3450.5,18352.0,27004.9,3442.7,44812.6,22159.7,50636.8,24466.2,55057.8,51481.3,18881.4,17134.6,23303.6,33818.9,24525.8,64226.2,38283.6,31186.4,16656.2,2666.4,30164.5,27185.4,18033.1,2202.4,27524.6,3396.6,21432.9,16564.0,22581.6,22387.3,22827.7,23336.3,29905.7,28054.8,31263.8,35739.8,48114.3,3236.6,30499.4,5624.0,46425.6,23438.5,2475.4,37723.7,36577.3,22761.5,25959.6,48433.3,30179.0,1105.7,11621.9,30767.6,4902.1,38842.3,32247.7,55044.0,27830.8,40599.2,9902.0,45452.4,30068.1,22664.0,46138.1,12495.3,22067.8,22976.0,3378.7,33751.9,25459.5,17752.0,2149.3,21006.7,34751.4,44206.5,3535.4,27454.1,3512.1,11148.1,32009.6,26282.6,23425.3,25428.5,39678.1,25457.6,48990.3,12451.1,27564.5,27648.5,10878.6,46685.1,3258.2,8111.8,28620.3,8932.4,26435.7,21291.6,3429.5,13657.9,42378.6,15521.8,10474.6,64021.0,7074.4,975.8,4146.6,7462.7,34464.3,19211.3,14232.1,17667.2,34388.3,12682.2,12808.0,18264.2,2274.6,22133.7,43327.0,24512.0,33415.6,48762.5,11027.0,40459.2,34250.9,21503.4,20741.3,6121.4,2389.6,22620.0,25138.5,21162.9,6118.0,8189.7,5117.2,29118.9,35303.7,37547.9,22545.7,23646.2,27686.3,29418.4,21417.2,25035.3,12706.7,13325.2,2182.6,24611.3,12306.6,28666.7,25958.4,23505.7,56096.8,15403.0,38962.1,19510.9,1312.1,25998.3,12623.0,50186.0,22489.7,15570.9,4870.9,48043.2,26051.8,26043.2,26128.1,24987.9,23293.3,5081.5,27622.9,47294.7,33632.4,16461.6,3065.6,28577.4,39007.6,27235.6,12327.5,13197.7,2590.0,26174.8,25952.0,22989.7,31821.0,26120.8,21415.3,12615.3,26201.1,15119.0,25972.6,28753.2,3298.4,27544.3,28944.2,16098.1,47136.0,48532.2,37843.1,26281.1,28203.1,46805.9,47578.2,22718.1,12722.8,11984.5,10727.4,14381.8,42790.6,10356.3,5029.8,15280.1,3314.2,25716.9,3314.2,3002.4,3314.2,25117.3,25626.2,29059.0,10986.3,26017.5,47108.3,25666.7,25065.9,30244.9,25912.6,37174.1,62044.1,42836.1,25092.6,25354.8,16460.7,22831.7,11115.6,34153.7,35679.5,30952.0,27877.3,11082.6,21198.6,15574.9,9154.3,12451.5,16578.1,54380.0,22754.0,31526.7,19840.0,30385.9,10302.2,52287.6,27879.0,8010.9,5979.8,13970.2,43024.7,13100.1,24989.6,25701.8,26362.6,27635.0,40546.8,26688.8,7101.8,4751.5,3691.2,14039.9,31912.0,34132.2,21379.9,28653.1,3178.0,15105.9,14181.8,22302.9,20464.0,25175.1,45480.3,10930.3,12054.9,15084.7,3295.3,11951.2,12132.4,29977.9,3449.7,27089.4,22920.2,26586.1,47133.8,15372.0,13953.7,20722.7,30457.4,24905.8,21405.6,24380.6,47044.5,9673.5,7617.0,31799.3,24565.3,6687.8,27945.7,10404.7,15643.2,3255.8,29210.3,20591.7,26257.7,25617.9,48636.9,45918.9,17582.2,33058.8,10074.9,33307.3,23068.0,3589.6,33093.9,35755.9,4454.0,17167.0,10628.9,27561.6,1549.9,4473.2,22810.2,22671.9,8404.3,47616.8,6099.4,37325.7,27707.4,33127.3,28549.8,67391.5,13316.5,30141.6,25889.3,22942.0,25714.2,14388.4,14179.6,23084.3,3119.8,47454.0,16881.5,45376.1,8436.9,13013.3,14785.5,24450.5,4944.7,54769.6,29471.7,12354.2,52884.2,9455.5,8081.5,34464.3,25057.1,3487.8,12664.7,32836.5,27710.4,40472.5,5792.1,15058.4,26113.0,27810.0,5580.9,23408.5,21655.7,10395.9,25945.8,24023.4,24576.0,28020.9,18808.9,16773.7,21975.9,27487.6,2002.6,22133.0,23080.7,12571.0,43321.7,19329.5,19436.7,25327.4,13832.5,25224.0,13486.7,43601.6,24624.7,37516.9,47512.7,45287.3,2498.2,20429.8,31696.8,29874.3,57873.0,16889.2,55127.7,67726.4,35082.8,18520.4,23468.5,4557.8,22869.0,22975.2,11318.2,52871.1,3909.4,41655.6,23749.1,25799.3,17977.0,56035.9,23875.7,38760.4,15158.8,23971.3,27151.7,25228.2,41711.9,11660.2,26135.2,24993.9,30329.7,22762.9,17453.5,29874.8,18769.5,35619.6,2850.3,24282.1,30209.8,13226.1,32885.0,24826.3,36397.4,23475.3,13946.5,4582.8,34279.9,23204.3,7242.7,30185.2,4720.1,30125.2,31028.5,3505.8,27057.4,25739.5,44888.8,23068.8,27508.3,5909.2,33907.2,28757.0,22036.2,37867.2
Maleshe Health Post,48821.8,0.0,8766.8,6528.7,35175.9,43956.5,43301.4,25724.2,20717.5,28826.6,28341.2,42232.8,26280.9,31229.1,41018.0,55615.4,49710.9,28584.9,40397.4,14329.7,27569.8,18341.0,45772.2,29000.9,25403.0,40986.6,53096.0,39857.9,50936.8,26292.7,30277.4,39174.8,30837.4,26691.5,55126.9,47347.3,40843.8,36260.8,38293.7,1901.9,42419.8,30612.5,30730.0,28885.9,54503.5,23954.5,45762.4,39956.9,25210.3,42519.7,44901.0,28085.8,26928.5,56764.4,35262.9,38492.2,24071.8,26837.1,66984.7,26943.4,53888.0,26671.1,43897.5,50222.1,42832.1,24850.6,45380.2,26830.4,38757.0,26049.5,53800.4,51276.4,38715.3,60433.1,36399.5,43781.5,49680.2,45059.3,27380.9,45937.8,47741.2,26685.7,45398.7,25667.5,35641.7,24850.7,38180.1,50798.7,22259.2,34140.0,68233.2,29512.6,45075.7,28372.7,26284.4,36961.8,27850.0,28427.3,33896.1,25285.5,52016.6,67350.2,47140.2,25533.4,54110.4,26305.4,50058.3,43187.6,58269.5,26722.7,41949.7,21210.2,26816.4,25943.5,55337.4,27155.7,25846.6,39137.7,41607.3,44013.2,29479.9,55353.2,37903.6,56219.3,40711.1,48369.2,44433.3,24572.6,37582.2,49007.8,66997.9,66773.1,38625.3,62389.4,40222.3,43125.0,56372.4,24575.1,52735.0,24399.4,36883.5,18494.1,35223.7,37856.3,23958.5,22389.8,43070.5,29119.8,30591.7,42347.3,38769.1,43545.8,39796.7,50672.8,26893.3,52948.0,26226.6,25382.7,34932.1,26045.0,32265.8,50843.9,51405.4,59086.5,20519.0,53825.1,34977.2,30043.1,35932.5,38449.5,46933.3,39980.7,50040.6,39206.0,24630.4,50032.8,27535.5,27347.0,30913.0,25694.8,8469.2,31757.5,53579.2,31707.6,31503.5,15090.5,26720.5,17637.6,46557.7,25718.1,36266.0,49256.5,19594.5,24881.3,31466.4,48792.5,23657.1,46020.2,28883.5,59146.8,28282.7,26922.8,26268.5,28989.5,26204.0,28542.0,73846.6,28104.0,56388.4,45860.2,26412.8,48969.7,36077.1,26934.5,49065.5,30641.6,12382.4,29122.6,42314.8,1844.7,29023.7,47825.4,54204.7,27730.3,50775.1,47116.4,27894.2,71664.5,28318.0,8393.7,52484.8,53726.5,27973.4,26558.3,3279.7,40261.5,33728.7,26648.6,46002.3,21747.3,25946.7,33702.9,49283.1,54791.3,18997.7,33611.2,45957.3,25079.6,46135.7,54844.6,27535.6,42903.1,34815.7,42769.4,47952.2,25992.2,2401.7,40217.3,25737.7,25274.0,38182.6,2371.9,45614.2,50694.6,24266.8,51515.2,24667.2,28704.0,45831.1,39316.1,32030.1,50219.6,45182.8,17432.4,49657.2,49117.6,50736.7,51159.2,51084.8,52177.2,40682.1,53132.8,14551.7,40448.4,40574.2,50740.4,48864.7,27100.6,32978.5,26413.5,26036.4,57036.6,45735.2,20735.4,42422.7,46678.8,31974.5,49039.5,48979.7,30732.2,67721.3,28372.1,43192.8,50665.1,44724.9,71701.7,25390.0,35804.5,26757.1,26029.3,22218.0,25587.2,29077.7,67618.1,55289.5,39578.7,47610.8,26512.8,40072.8,30898.4,42390.8,25912.0,64370.9,50100.8,19238.3,34095.0,47957.4,24467.5,40389.2,58460.1,49012.6,45727.8,47453.7,28319.4,42672.3,23370.3,24299.2,25328.2,26759.0,49576.0,22154.6,27570.9,29278.9,36207.9,49655.7,22488.4,19283.8,21791.4,40093.7,37717.4,49180.1,24425.2,42220.7,26450.1,37603.0,24284.3,28886.1,47082.4,42680.2,40944.2,24334.7,26378.7,45922.0,22076.0,29431.4,39649.5,27412.2,1943.6,30645.2,42901.6,44823.6,55080.0,39125.9,27049.7,46933.3,39750.7,38881.0,35245.9,51064.7,45064.5,49308.0,49977.9,45736.1,26204.1,45736.1,49592.5,45736.1,67700.1,26113.4,26684.5,38627.0,24486.7,55382.4,26153.9,24179.8,38484.7,24334.1,45448.2,70318.2,32694.1,67675.4,36201.8,42910.7,26372.7,45823.8,32410.3,43953.6,39254.0,22409.0,45790.8,29177.1,44268.8,51737.1,40217.7,37432.1,7791.4,26779.7,27685.4,54537.8,27688.3,45010.4,41939.1,28366.2,50593.7,51995.6,35539.7,23300.9,41152.6,24129.5,26189.0,42816.2,22166.7,48820.9,23159.0,43229.5,47334.3,50281.3,35292.1,34143.7,76715.0,31462.5,26278.6,45792.7,37826.5,35556.5,29969.2,29085.9,25968.5,13881.6,38518.0,39821.1,42850.9,45820.9,46568.9,36754.4,30491.4,45655.5,24690.6,26087.3,28817.8,27410.0,50069.8,35328.4,28501.8,18888.5,30518.5,28876.4,46245.7,27320.7,49467.4,51313.5,40073.4,27844.7,49270.6,25571.2,45112.9,53925.5,45727.7,45234.4,47565.0,42736.8,26105.1,2048.3,3060.5,39201.3,75641.6,44783.1,51577.2,27033.1,46011.5,39712.0,17077.3,44585.9,43617.0,45337.1,22844.5,47898.6,47056.0,26921.7,32520.4,50117.3,27893.0,48877.1,22703.5,22239.1,49747.8,21870.7,20802.9,38722.2,72724.4,23192.8,26608.4,42840.5,44915.7,51635.2,27241.5,45743.4,55728.1,46407.9,38329.7,51019.7,49584.4,38413.5,26795.0,44453.8,8181.0,25770.0,47412.8,33160.4,53152.0,50664.3,51084.8,67639.9,45909.7,40430.9,41110.6,21664.9,25841.4,48374.9,44391.7,24284.1,27286.1,48163.7,26878.6,29235.0,54092.4,42424.9,57916.3,30722.9,28508.1,53506.7,38392.8,28076.6,22019.3,47212.1,30351.4,26638.6,47279.2,37112.6,52804.9,52229.9,25790.7,40282.5,24953.2,39936.7,5475.3,24778.0,22979.9,55786.8,26259.2,49088.3,31999.5,23842.7,25520.8,66147.1,51587.0,35403.9,27184.4,13989.0,33994.7,26853.1,50057.2,26219.4,26291.0,41296.1,33147.3,50499.5,31307.1,26532.6,26286.5,53442.6,9447.3,28404.6,10212.7,36338.6,25151.3,26241.8,27457.8,84294.7,49141.4,42483.2,67576.7,26628.0,26812.8,35215.6,30362.0,33659.8,24069.4,49440.4,25913.2,18837.3,55808.9,29043.7,26142.3,24498.9,27817.3,35132.6,51172.9,22275.3,33286.9,50939.2,27147.9,46934.7,27087.9,31515.7,50095.9,22986.8,26079.8,34540.3,26989.3,44128.8,48686.9,34394.4,39564.9,35152.8,30669.3
